"","playDate","genre","totalTime","playCount","trackName"
"1432",NA,"iTunes U",4006974,0,"12-まとめ"
"1433",2012-09-02 20:26:35,"Rock",272840,6,"Passing The Time"
"1434",2012-09-10 15:59:18,"Traditional",433826,1,"『お直し』　出囃子「老松」～マクラ～発端"
"1435",NA,"Rock",421133,0,"Traintime"
"1436",NA,"Rock",975573,0,"Toad"
"1437",2012-09-02 20:17:03,"Rock",298466,6,"White Room"
"1438",2012-09-02 20:22:02,"Rock",298493,6,"Sitting On Top Of The World"
"1439",NA,"Rock",298360,0,"Stay (Faraway/ So Close!)"
"1440",NA,"Rock",418240,0,"Lemon"
"1441",NA,"Rock",243400,0,"The Clearout [Demo]"
"1442",2012-09-06 12:18:07,"Rock",241933,1,"Babyface"
"1443",2012-09-06 12:14:05,"Rock",392133,1,"Zooropa"
"1444",2012-07-29 20:29:23,"Rock",239866,6,"I'm So Glad"
"1445",2012-07-29 20:20:39,"Rock",130373,6,"Four Until Late"
"1446",2012-07-29 20:25:23,"Rock",283933,6,"Rollin' And Tumblin'"
"1447",2012-07-29 20:15:21,"Rock",391840,6,"Spoonful"
"1448",2012-07-29 20:18:29,"Rock",187893,6,"Cat's Squirrel"
"1449",NA,"Pop",193840,0,"世界の国からこんにちは"
"1450",2012-09-26 19:47:56,"Pop",210000,24,"What Am I To You?"
"1451",NA,"Podcast",300146,0,"第11号「虚構新聞ニュース」2012年9月2日"
"1452",2012-09-21 12:23:26,"Indie Rock",308466,2,"Shakermaker"
"1453",2012-09-21 12:18:17,"Indie Rock",322226,2,"Rock 'n' Roll Star"
"1454",NA,"Jazz",420026,0,"So In Love"
"1455",NA,"Podcast",597024,0,"9月2日 夜10時のニュース"
"1456",NA,"Jazz",292906,0,"My One And Only Love"
"1457",NA,"Jazz",299560,0,"Bessie's Blues"
"1458",2012-06-29 14:31:23,"Jazz",148426,12,"The Law of Falling and Catching up"
"1459",2012-09-21 12:28:02,"Indie Rock",276533,2,"Live Forever"
"1460",2012-06-29 14:28:54,"Jazz",638000,12,"Now He Beats the Drum - Now He Stops"
"1461",NA,"Soundtrack",353453,0,"永久に"
"1462",NA,"Soundtrack",327800,0,"夢想歌"
"1463",NA,"Soundtrack",270826,0,"エターナルラブ"
"1464",NA,"Soundtrack",315680,0,"POWDER SNOW"
"1465",NA,"Soundtrack",289973,0,"末期の言葉 ～最期の誓い ～静寂"
"1466",2012-03-13 14:51:37,"R&B",367493,60,"Who Cares? (take 4)"
"1467",2012-03-13 14:04:53,"R&B",309133,61,"Know What I Mean? (Take 12)"
"1468",2012-07-26 22:42:10,"Alternative",185533,16,"Papercut"
"1469",2012-07-26 22:44:46,"Alternative",155693,13,"One Step Closer"
"1470",NA,"Pop",177266,0,"夕やけの空"
"1471",2012-05-13 02:43:34,"Jazz",323733,16,"恋の面影"
"1472",2012-09-17 23:52:14,"Traditional",735493,3,"『百川』 二階座敷の問答"
"1473",2012-04-19 23:22:51,"Jazz",330773,15,"ホルヘ・ルイス・ボルヘス"
"1474",2012-04-19 23:33:59,"Jazz",668133,15,"パリのエリザベス・テイラー (存在しない)"
"1475",2012-04-19 23:40:23,"Jazz",383893,14,"南米のエリザベス・テイラー"
"1476",2012-04-19 23:41:29,"Jazz",66266,14,"ラウンジ・タイム"
"1477",2012-09-10 19:46:35,"Traditional",207240,2,"『百川』 百兵衛、百川へ入来"
"1478",NA,"Indie Rock",257146,0,"Up On The Ladder"
"1479",2012-06-11 02:22:02,"Jazz",440773,4,"Truth And Lies"
"1480",2011-12-31 17:50:09,"Country & Folk",161786,5,"One Too Many Mornings"
"1481",NA,"Indie Rock",246266,0,"4 Minute Warning"
"1482",NA,"Indie Rock",238133,0,"15 Step"
"1483",2012-06-11 01:57:47,"Jazz",367066,4,"Summer Rain"
"1484",2012-04-01 22:12:07,"Pop",187733,155,"The Nearness Of You"
"1485",2012-06-11 01:51:40,"Jazz",717440,4,"Double Personality"
"1486",2012-03-30 16:37:32,"Pop",164800,150,"The Long Day Is Over"
"1487",2012-06-11 02:14:41,"Jazz",503840,4,"010101 (Binary System)"
"1488",2011-12-31 17:47:27,"Country & Folk",428266,5,"With God On Our Side"
"1489",2012-06-11 02:06:17,"Jazz",509826,4,"Joy"
"1490",2011-12-31 17:40:19,"Country & Folk",306146,5,"The Ballad Of Hollis Brown"
"1491",NA,"Pop",315333,0,"灰色の指先"
"1492",2012-09-18 12:26:52,"Pop",315853,12,"Stuck"
"1493",NA,"Rock",388706,0,"Rollin' And Tumblin' [Live At Fillmore West]"
"1494",2012-05-13 21:32:49,"R&B",210826,5,"Fever"
"1495",NA,"Rock",758293,0,"N.S.U. [Live At Winterland / Unedited Version]"
"1496",2012-09-18 12:14:41,"Pop",191466,14,"It's Gonna Be"
"1497",2012-04-24 00:13:12,"R&B",235373,2,"You Don't Know Me"
"1498",2012-09-18 12:11:29,"Pop",211053,14,"Waiting"
"1499",2012-02-13 19:24:14,"R&B",239333,2,"Sorry Seems To Be The Hardest Word"
"1500",2012-09-18 12:21:36,"Pop",249933,12,"Back To Manhattan"
"1501",2012-05-17 02:30:09,"R&B",238960,7,"Here We Go Again"
"1502",2012-09-18 12:17:26,"Pop",165426,13,"You've Ruined Me"
"1503",2012-04-24 00:09:17,"R&B",227666,3,"Sweet Potato Pie"
"1504",2012-03-27 20:31:47,"Rock",159000,20,"G. I. Blues"
"1505",2012-03-27 19:24:08,"Rock",152173,20,"A Fool Such As I"
"1506",2012-03-21 11:28:14,"Rock",126000,19,"I Need Your Love Tonight"
"1507",2012-03-20 07:49:18,"Rock",136493,18,"Wear My Ring Around Your Neck"
"1508",2012-05-17 00:36:56,"Pop",297293,5,"American Life"
"1509",2012-03-28 15:32:52,"Rock",183333,20,"Can't Help Falling In Love"
"1510",2012-09-27 09:08:47,"Traditional",41600,1,"『三軒長屋』 一転、剣術道場"
"1511",2012-09-27 09:08:06,"Traditional",386000,1,"『三軒長屋』 手打ち変じてまた喧嘩"
"1512",2012-03-08 14:54:12,"Rock",120440,10,"My Best Was Never Good Enough"
"1513",NA,"Pop",264440,0,"Hollywood"
"1514",2012-01-18 13:56:56,"Country & Folk",288973,3,"I Shall Be Free"
"1515",2012-07-10 13:27:34,"Pop",288600,1,"チャイニーズ フード"
"1516",2012-06-16 03:22:37,"Rock",329933,29,"Across The Border"
"1517",2012-07-10 13:22:45,"Pop",289066,1,"とまどうペリカン"
"1518",2012-03-28 17:46:57,"Country & Folk",164066,5,"Corrina/ Corrina"
"1519",2012-07-26 03:28:09,"Electronica",156973,9,"Everyday I Love"
"1520",2012-03-27 18:24:08,"Rock",217640,14,"Dry Lightning"
"1521",2012-07-26 03:25:32,"Electronica",130440,9,"Tommib Help Buss"
"1522",2012-03-14 13:18:24,"Rock",349293,12,"The New Timer"
"1523",2012-07-26 04:43:09,"Electronica",567226,10,"Tetra-Sync"
"1524",2012-07-02 21:11:36,"R&B",293000,1,"Little Jon Special"
"1525",2012-07-02 21:06:43,"R&B",203613,2,"My Old Frame"
"1526",2012-07-10 09:01:56,"Pop",212973,4,"You're Beautiful"
"1527",2012-07-10 08:58:23,"Pop",243920,5,"High"
"1528",2012-09-07 23:48:01,"Traditional",163960,1,"船徳 / 出囃子「老松」～マクラ"
"1529",2012-07-10 09:05:39,"Pop",222800,3,"Wisemen"
"1530",2012-09-07 00:40:31,"Pop",288733,1,"さらば友よ"
"1531",2012-09-07 00:06:45,"Pop",256266,1,"流れのブルース"
"1532",2012-09-07 00:11:12,"Pop",267040,1,"放浪船"
"1533",2012-09-07 00:30:49,"Pop",275426,1,"冬の旅"
"1534",2012-09-07 00:35:42,"Pop",261306,1,"襟裳岬"
"1535",NA,"Pop",351440,0,"最後のニュース"
"1536",NA,"Pop",245293,0,"ワカンナイ"
"1537",NA,"Pop",316866,0,"Final Love Song"
"1538",NA,"Pop",278760,0,"海へ来なさい"
"1539",NA,"Pop",366040,0,"灰色の指先"
"1540",2012-03-06 03:23:18,"Jazz",464880,3,"Spirit Of The Air"
"1541",2012-03-06 03:15:33,"Jazz",560146,3,"Soul Search"
"1542",2012-03-11 20:21:48,"Rock",240960,1,"You Never Cry Like A Lover"
"1543",2012-04-03 13:23:08,"Rock",255733,11,"Already Gone"
"1544",2012-03-30 23:31:28,"Jazz",326000,4,"Initiation [Album Version]"
"1545",2012-03-31 00:45:14,"Jazz",353840,5,"Who Dares Wins [Album Version]"
"1546",2012-03-30 23:00:12,"Jazz",165333,6,"Gollywogs Cake Walk/English Country Garden [Album Version]"
"1547",2012-05-13 22:35:21,"Jazz",217200,6,"She Never Knew [Album Version]"
"1548",2012-07-22 00:47:05,"Rock",176706,1,"Can I Get A Witness"
"1549",2012-07-22 00:44:09,"Rock",245866,1,"Tell Me"
"1550",2012-07-22 00:49:08,"Rock",122533,1,"You Can Make It If You Try"
"1551",2012-07-06 12:04:33,"Classical",54413,1,"Bach: Goldberg Variations/ BWV 988 - Variatio 23 A 2 Clav. (1955)"
"1552",2012-07-06 12:05:30,"Classical",56853,1,"Bach: Goldberg Variations/ BWV 988 - Variatio 24 Canone All'Ottava. A 1 Clav. (1955)"
"1553",2012-07-06 12:11:58,"Classical",388106,1,"Bach: Goldberg Variations/ BWV 988 - Variatio 25 A 2 Clav. Adagio (1955)"
"1554",2012-07-06 12:12:50,"Classical",52200,1,"Bach: Goldberg Variations/ BWV 988 - Variatio 26 A 2 Clav. (1955)"
"1555",NA,"none",257123,0,"1120Studio_Sample(3)"
"1556",2012-10-07 17:51:35,"Pop",213880,1,"Happy Xmas (War Is Over)"
"1557",2012-03-14 11:13:49,"Rock",294666,3,"The Winner Takes It All"
"1558",2012-03-14 11:08:54,"Rock",282866,3,"I Have A Dream"
"1559",2012-03-14 11:04:11,"Rock",253706,3,"Super Trouper"
"1560",2012-05-13 21:25:26,"Rock",275466,6,"Lay All Your Love On Me"
"1561",2012-03-14 10:55:22,"Rock",213466,3,"Mamma Mia"
"1562",NA,"none",408373,0,"Track 11"
"1563",2012-10-09 05:34:27,"Pop",171760,7,"Bucket"
"1564",2012-07-24 20:24:22,"Rock",215373,2,"Mona (I Need You Baby)"
"1565",NA,"none",373740,0,"2010_sound design summer workshop_DISC1_22PIGEN"
"1566",2012-07-24 20:27:18,"Rock",176466,2,"Down The Road Apiece"
"1567",2012-08-06 06:06:56,"Rap",309906,4,"Say What You Say"
"1568",NA,"Traditional",1549533,0,"火焔太鼓"
"1569",2012-08-06 06:11:54,"Rap",297893,4,"'Till I Collapse"
"1570",2012-07-06 14:20:34,"Classical",464453,6,"Arban: Fantaisie Et Variations Sur ""Le Carneval De Venise"""
"1571",2012-08-06 04:59:51,"Rap",60666,3,"Curtains Close"
"1572",2012-07-06 14:09:08,"Classical",307493,2,"Hummel: Trumpet Concerto In E Flat/ S 49 - 2. Andante"
"1573",2012-07-06 14:12:50,"Classical",221600,2,"Hummel: Trumpet Concerto In E Flat/ S 49 - 3. Rondo"
"1574",2012-07-06 14:01:09,"Classical",197013,2,"Tartini: Trumpet Concerto In D/ D 53 - 3. Allegro"
"1575",2012-09-10 01:18:49,"Traditional",291933,1,"雛鍔 / 子供の帰宅～サゲ～追い出し"
"1576",2012-07-06 14:04:01,"Classical",171720,2,"Mozart: The Magic Flute - Queen Of The Night's Aria"
"1577",2012-10-08 01:54:31,"Rap",275400,8,"Seduction"
"1578",NA,"Traditional",1773973,0,"阿弥陀池"
"1579",2012-10-08 01:49:56,"Rap",248133,9,"Not Afraid"
"1580",NA,"Indie Rock",182986,0,"Waiting For The Rapture"
"1581",2012-07-25 23:03:43,"Electronica",274986,9,"Megazine"
"1582",NA,"Indie Rock",253400,0,"Street Spirit (Fade Out)"
"1583",NA,"Indie Rock",496440,0,"I Am The Walrus [Live]"
"1584",NA,"Indie Rock",263160,0,"Half The World Away"
"1585",NA,"Indie Rock",304840,0,"The Turning"
"1586",2012-10-08 00:42:26,"Rap",299506,5,"No Love"
"1587",NA,"Indie Rock",280413,0,"Bag It Up"
"1588",NA,"Traditional",432200,0,"『百川』 歌女文字鴨地の間違い～サゲ～中入り"
"1589",2012-09-10 01:02:21,"Traditional",531866,1,"雛鍔 / 屋敷での見聞"
"1590",2012-10-05 00:48:20,"Alternative",224466,5,"Powerless"
"1591",NA,"Electronica",379786,0,"Julie With ..."
"1592",NA,"Electronica",124893,0,"Energy Fools The Magician"
"1593",NA,"Electronica",236253,0,"King's Lead Hat"
"1594",NA,"iTunes U",2185385,0,"Debugger (September 30/ 2011) - HD"
"1595",NA,"iTunes U",4313647,0,"4. Views (October 6/ 2011) - HD"
"1596",NA,"Electronica",326866,0,"Unfamiliar Wind (Leeks Hills)"
"1597",NA,"iTunes U",3255289,0,"Xcode and Source Code Management (October 7/ 2011) - HD"
"1598",NA,"Rock",194106,0,"Vertigo"
"1599",NA,"Indie Rock",129200,0,"All Around The World (Reprise)"
"1600",NA,"Indie Rock",420000,0,"It's Gettin' Better (Man!!)"
"1601",NA,"Indie Rock",560000,0,"All Around The World"
"1602",NA,"Indie Rock",313240,0,"Be Here Now"
"1603",2012-07-02 20:19:51,"Jazz",307000,3,"CALL ME"
"1604",NA,"iTunes U",4048582,0,"Webと情報視覚化"
"1605",NA,"Traditional",1539906,0,"鼠穴"
"1606",NA,"iTunes U",4506607,0,"Webとナビゲーション"
"1607",2012-07-02 20:10:03,"Jazz",280533,4,"ORANGE EXPRESS"
"1608",2012-07-02 20:14:44,"Jazz",281466,4,"RIDE ON"
"1609",NA,"Rap",320866,0,"Marshall Mathers"
"1610",NA,"iTunes U",3566333,0,"4-問題発見と解決の演習（１）"
"1611",NA,"Rap",310133,0,"I'm Back"
"1612",NA,"iTunes U",2247581,0,"6-情報とメディアの演習（１）"
"1613",NA,"Rap",300306,0,"Drug Ballad"
"1614",NA,"iTunes U",3607007,0,"5-問題発見と解決の演習（２）"
"1615",NA,"Rap",61760,0,"Ken Kaniff (Skit)"
"1616",NA,"iTunes U",3277110,0,"7-情報とメディアの演習（２）"
"1617",NA,"iTunes U",3206540,0,"9-総合政策学を考える"
"1618",NA,"Rap",254733,0,"Amityville"
"1619",2012-09-11 10:38:51,"Pop",235626,3,"虞美人草（なかにし礼）"
"1620",NA,"iTunes U",544010,0,"廣瀬通孝「インターフェースとしてのロボット」その1"
"1621",NA,"iTunes U",678077,0,"廣瀬通孝「インターフェースとしてのロボット」その2"
"1622",NA,"Rock",257160,0,"Some Days Are Better Than Others"
"1623",NA,"Rock",320373,0,"Daddy's Gonna Pay For Your Crashed Car"
"1624",NA,"iTunes U",681247,0,"廣瀬通孝「インターフェースとしてのロボット」その3"
"1625",NA,"Rock",225733,0,"The First Time"
"1626",NA,"Rock",121200,0,"Dreaming"
"1627",NA,"Rock",144426,0,"Wrapping Paper"
"1628",NA,"Rock",173066,0,"I Feel Free"
"1629",NA,"Rock",167800,0,"N.S.U."
"1630",NA,"Rock",262600,0,"Sleepy Time Time"
"1631",2012-05-29 17:54:39,"Rock",82400,21,"I Want To Hold Your Hand"
"1632",NA,"iTunes U",920085,0,"第5回(5)：須藤　修「情報爆発と新たなネットワーク社会の創造」"
"1633",NA,"iTunes U",1049180,0,"第5回(4)：須藤　修「情報爆発と新たなネットワーク社会の創造」"
"1634",NA,"iTunes U",1101065,0,"第5回(3)：須藤　修「情報爆発と新たなネットワーク社会の創造」"
"1635",NA,"iTunes U",725623,0,"第5回(6)：須藤　修「情報爆発と新たなネットワーク社会の創造」"
"1636",2012-05-13 19:46:23,"Rock",125280,39,"Get Back"
"1637",2012-06-15 22:01:03,"Rock",80626,42,"Glass Onion"
"1638",2012-06-15 22:04:09,"Rock",185933,24,"Eleanor Rigby/Julia [Transition]"
"1639",NA,"iTunes U",791657,0,"第5回(7)：須藤　修「情報爆発と新たなネットワーク社会の創造」"
"1640",2012-05-29 17:53:16,"Rock",268266,24,"I Am The Walrus"
"1641",2012-06-29 14:18:16,"Jazz",429000,12,"Now He Sings/Now He Sobs"
"1642",2012-06-30 13:37:32,"Jazz",787440,1,"Dear Alice"
"1643",2012-06-30 13:48:16,"Jazz",643533,1,"The Mad Hatter Rhapsody"
"1644",2012-06-29 14:04:38,"Jazz",834426,12,"Steps - What Was"
"1645",2012-06-29 14:11:07,"Jazz",389640,12,"Matrix"
"1646",2012-03-04 16:09:39,"Rock",167960,2,"Please Mr. Postman"
"1647",2012-03-04 16:06:51,"Rock",168333,2,"Hurting Each Other"
"1648",2012-03-04 17:21:11,"Rock",226466,3,"Only Yesterday"
"1649",2012-03-04 17:17:25,"Rock",179906,3,"Top Of The World"
"1650",2012-03-04 17:14:25,"Rock",250360,3,"Ticket To Ride"
"1651",2012-06-30 12:10:41,"Jazz",79333,1,"Prelude To Falling Alice"
"1652",2012-03-13 14:45:30,"R&B",298000,64,"Know What I Mean? (take 7)"
"1653",2012-03-13 14:36:23,"R&B",352506,62,"Elsa"
"1654",NA,"Rock",231560,0,"One Step Closer"
"1655",2012-03-13 14:40:32,"R&B",248666,62,"Nancy (With The Laughing Face)"
"1656",2012-05-13 02:50:20,"R&B",177506,64,"Venice"
"1657",2012-06-30 12:22:07,"Jazz",497000,1,"Falling Alice"
"1658",2012-03-13 14:30:31,"R&B",308826,63,"Toy"
"1659",2012-03-30 01:12:56,"Rock",429440,5,"Calling Occupants Of Interplanetary Craft"
"1660",2012-04-19 23:49:00,"Jazz",358706,14,"コルコヴァード"
"1661",2012-05-17 01:57:47,"Rock",129333,22,"Heartbreak Hotel"
"1662",2012-04-19 23:43:01,"Jazz",91933,14,"ラウンジ・タイム"
"1663",2012-03-27 19:31:28,"Rock",153493,4,"For All We Know"
"1664",2012-04-20 00:01:33,"Jazz",273773,14,"クレイジー・ヒー・コールズ・ミー"
"1665",2012-03-04 16:32:52,"Rock",222066,2,"(They Long To Be) Close To You"
"1666",2012-04-19 23:56:59,"Jazz",479493,14,"ルペ・ベレスの葬儀"
"1667",2012-07-25 22:57:27,"Electronica",225706,9,"Frisco Wave"
"1668",2012-09-26 19:51:19,"Pop",202640,22,"Those Sweet Words"
"1669",2012-07-25 22:53:36,"Electronica",286506,9,"Into The Blue"
"1670",2012-04-20 00:04:08,"Jazz",155226,14,"南米のエリザベス・テイラーの歌"
"1671",2012-03-20 08:31:22,"Rock",159666,19,"I Want You/ I Need You/ I Love You"
"1672",2012-07-25 22:44:06,"Electronica",289186,10,"Plug Me In"
"1673",2012-01-30 03:17:50,"Country & Folk",263093,6,"My Back Pages"
"1674",2012-06-11 01:34:05,"Jazz",365586,3,"The Tom And Jerry Show"
"1675",2012-01-30 03:50:38,"Country & Folk",273906,5,"Motorpsycho Nitemare"
"1676",2012-06-30 11:03:57,"Jazz",413240,4,"Kung-Fu World Champion"
"1677",2012-01-30 03:41:40,"Country & Folk",232666,5,"To Ramona"
"1678",2012-06-11 01:19:15,"Jazz",459666,3,"Dancando No Paraiso"
"1679",2012-01-30 03:27:02,"Country & Folk",288733,5,"I Shall Be Free No. 10"
"1680",2012-06-11 01:28:00,"Jazz",524240,3,"Another Mind"
"1681",2012-06-30 11:11:09,"Jazz",431493,4,"IF..."
"1682",2012-03-11 11:38:29,"Country & Folk",263240,8,"I Don't Believe You (She Acts Like We Never Have Met)"
"1683",2012-09-27 02:11:03,"Pop",232493,17,"Light As A Feather"
"1684",2012-09-18 12:04:28,"Pop",218120,14,"Young Blood"
"1685",NA,"Indie Rock",290373,0,"Reckoner"
"1686",2012-09-27 02:02:55,"Pop",160906,18,"Chasing Pirates"
"1687",2012-09-27 02:07:10,"Pop",232200,18,"Even Though"
"1688",NA,"Indie Rock",228786,0,"All I Need"
"1689",NA,"Indie Rock",129800,0,"Faust Arp"
"1690",NA,"Indie Rock",255386,0,"Nude"
"1691",2012-09-18 12:07:58,"Pop",210053,14,"I Wouldn't Need You"
"1692",NA,"Indie Rock",318186,0,"Weird Fishes/Arpeggi"
"1693",2012-07-26 23:50:16,"R&B",163826,9,"Hey Love"
"1694",NA,"Rock",229666,0,"We're Going Wrong [Demo]"
"1695",NA,"Rock",194466,0,"Weird Of Hermiston [Demo]"
"1696",NA,"Rock",273800,0,"Swlabr [Demo]"
"1697",2012-07-26 23:38:51,"R&B",252533,8,"Boogie On Reggae Woman"
"1698",2012-07-26 23:41:27,"R&B",155866,10,"I Was Made To Love Her"
"1699",2012-07-26 23:44:20,"R&B",173666,8,"Uptight (Everything's Alright)"
"1700",2012-07-26 23:47:32,"R&B",191466,7,"Fingertips (Parts 2)"
"1701",2012-03-20 08:06:34,"Rock",263173,18,"Suspicious Minds"
"1702",NA,"Indie Rock",269200,0,"Yellow"
"1703",2012-03-20 08:02:11,"Rock",152826,18,"You Don't Have To Say You Love Me"
"1704",2012-03-27 12:09:13,"Rock",176493,19,"Buring Love"
"1705",2012-04-09 07:03:38,"Rock",269333,30,"An American Trilogy"
"1706",2012-03-20 08:16:49,"Rock",169173,18,"In The Ghetto"
"1707",NA,"Indie Rock",227066,0,"Sparks"
"1708",2012-04-23 11:09:59,"Rock",358533,38,"Ballad Of A Thin Man"
"1709",2012-07-26 03:40:13,"Electronica",211040,11,"I Fulcrum"
"1710",2012-09-27 09:19:02,"Traditional",312933,1,"『三軒長屋』 政五郎と楠先生"
"1711",2012-09-27 10:39:33,"Traditional",419466,1,"『三軒長屋』 楠先生と伊勢勘"
"1712",2012-03-31 04:54:46,"Rock",201693,13,"Balboa Park"
"1713",2012-07-01 11:12:24,"Electronica",536520,1,"My Fucking Sound"
"1714",2012-06-29 21:25:39,"Rock",373533,72,"Like A Rolling Stone"
"1715",2012-07-01 11:03:28,"Electronica",590013,1,"Greenways Trajectory"
"1716",2012-06-29 21:31:38,"Rock",358493,43,"Tombstone Blues"
"1717",2012-07-26 03:36:42,"Electronica",513093,11,"Ultravisitor"
"1718",2012-04-04 07:24:13,"Rock",249106,40,"It Takes A Lot To Laugh/ It Takes A Train To Cry"
"1719",2012-07-01 11:16:43,"Electronica",258520,1,"Anstromm-Feck 4"
"1720",2012-04-23 11:04:00,"Rock",199133,43,"From A Buick 6"
"1721",2012-07-02 21:03:19,"R&B",335226,2,"On The Alamo"
"1722",2012-06-13 10:03:45,"R&B",258360,1,"Everything I Love"
"1723",2012-07-02 20:57:44,"R&B",201613,1,"Evening In Paris"
"1724",2012-07-02 20:53:52,"R&B",302160,3,"Captain Jetter"
"1725",2012-06-13 09:59:27,"R&B",441960,2,"Nuzzolese Blues"
"1726",2012-03-29 13:16:44,"Pop",264893,9,"The Ballad Of Danny Bailey (1909-1934)"
"1727",2012-03-29 13:30:26,"Pop",302040,8,"Dirty Little Girl"
"1728",2012-07-06 10:54:18,"Pop",358413,9,"I've Seen That Movie Too"
"1729",2012-05-17 02:53:32,"Pop",235493,9,"Sweet Painted Lady"
"1730",2012-04-23 23:34:21,"Rock",322386,7,"Love In An Elevator"
"1731",2012-03-31 02:50:23,"Pop",310520,14,"All The Young Girls Love Alice"
"1732",NA,"Pop",298093,0,"カナリア"
"1733",2012-04-23 23:43:10,"Rock",221506,6,"Walk This Way"
"1734",NA,"Pop",297973,0,"映画に行こう"
"1735",NA,"Pop",237000,0,"ダンスはうまく踊れない"
"1736",NA,"Pop",285093,0,"鍵の数"
"1737",NA,"Pop",354840,0,"嘘つきダイヤモンド"
"1738",2012-10-07 23:57:49,"Pop",213973,3,"Baby"
"1739",2012-08-26 03:22:12,"Alternative",296560,8,"Iridescent"
"1740",2012-09-11 10:43:40,"Pop",288573,3,"終着駅（松本隆）"
"1741",2012-08-26 03:23:35,"Alternative",83053,8,"Fallout"
"1742",2012-09-09 01:12:17,"Traditional",250840,1,"船徳 / 石垣接岸～たばこの火"
"1743",2012-03-28 18:47:40,"Rock",188200,12,"The Road And The Sky"
"1744",2012-09-23 21:17:01,"Pop",229866,4,"居酒屋（阿久悠）"
"1745",2012-06-06 08:52:32,"Jazz",517906,5,"Expansion"
"1746",2012-06-18 05:41:40,"Rock",412226,14,"Fountain Of Sorrow"
"1747",2012-08-26 03:15:37,"Alternative",255293,8,"Wretches And Kings"
"1748",2012-06-18 05:34:48,"Rock",342200,14,"Late For The Sky"
"1749",2012-03-06 19:51:06,"Rock",315373,11,"The Late Show"
"1750",2012-03-06 19:45:51,"Rock",321400,11,"Farther On"
"1751",2012-07-22 00:52:17,"Rock",189200,1,"Walking The Dog"
"1752",2012-08-26 03:17:16,"Alternative",98773,8,"Wisdom/ Justice/ And Love"
"1753",2012-09-27 09:13:49,"Traditional",223640,1,"『三軒長屋』 政五郎帰宅～姐御の怒り"
"1754",2012-10-07 19:51:15,"Pop",212573,1,"Runaway Love"
"1755",NA,"Pop",307800,0,"5月の別れ"
"1756",2012-07-06 12:00:27,"Classical",42560,1,"Bach: Goldberg Variations/ BWV 988 - Variatio 19 A 1 Clav. (1955)"
"1757",2012-07-06 11:59:44,"Classical",46093,1,"Bach: Goldberg Variations/ BWV 988 - Variatio 18 A 1 Clav. Canone Alla Quinta (1955)"
"1758",2012-07-06 12:02:57,"Classical",102280,1,"Bach: Goldberg Variations/ BWV 988 - Variatio 21 Canone Al Settima (1955)"
"1759",2012-07-06 12:01:14,"Classical",47560,1,"Bach: Goldberg Variations/ BWV 988 - Variatio 20 A 2 Clav. (1955)"
"1760",NA,"Latin",195466,0,"Segredo"
"1761",2012-07-06 12:03:39,"Classical",42280,1,"Bach: Goldberg Variations/ BWV 988 - Variatio 22 Alla Breve A 1 Clav. (1955)"
"1762",NA,"Pop",270133,0,"鍵の数"
"1763",NA,"Latin",149240,0,"Da Cor Do Pecado"
"1764",2012-03-14 13:05:35,"Rock",319773,12,"The Line"
"1765",NA,"Pop",335933,0,"カナディアン アコーディオン"
"1766",NA,"Traditional",224626,0,"『粗忽の使者』 いよいよ正念場～サゲ～追い出し"
"1767",2012-03-14 10:16:12,"Rock",310960,2,"Voulez Vous"
"1768",2012-05-13 21:29:18,"Rock",232626,14,"Sinaloa Cowboys"
"1769",2012-10-09 05:31:35,"Pop",193466,35,"Call Me Maybe"
"1770",2012-03-28 19:25:21,"Rock",200960,3,"S.O.S."
"1771",2012-03-28 01:38:10,"Rock",186066,4,"Money/ Money/ Money"
"1772",2012-03-27 19:07:35,"Rock",254466,3,"Fernando"
"1773",2012-03-28 16:07:26,"Rock",324640,5,"Chiquitita"
"1774",2012-05-14 02:55:50,"Rock",237933,15,"Youngstown"
"1775",2012-05-14 02:59:34,"Rock",224240,15,"Highway 29"
"1776",NA,"Indie Rock",231093,0,"Let's All Make Believe"
"1777",2012-08-07 11:10:47,"Rap",159786,1,"Never Enough"
"1778",2012-09-06 21:57:04,"Pop",180093,1,"悲しき六十才(ムスターファ)"
"1779",2012-08-07 11:08:08,"Rap",259573,1,"Evil Deeds"
"1780",NA,"Indie Rock",396040,0,"Roll It Over"
"1781",NA,"Rap",296880,0,"Like Toy Soldiers"
"1782",NA,"Indie Rock",192933,0,"I Can See A Liar"
"1783",2012-05-28 14:13:34,"Classical",208973,5,"Jobim: One Note Samba"
"1784",2012-07-06 14:38:32,"Classical",241613,6,"Porter: Night & Day"
"1785",2012-07-06 14:34:31,"Classical",248866,6,"Ellington: Caravan"
"1786",2012-09-16 20:25:42,"Pop",135066,2,"ステキなタイミング"
"1787",2012-07-06 14:30:22,"Classical",404520,6,"Legrand: Jeux Interdits"
"1788",2012-07-06 14:23:37,"Classical",183146,6,"Strauss Jr. (J): Tritsch-Tratsch Polka/ Op. 214"
"1789",2012-10-08 00:47:05,"Rap",278640,7,"Space Bound"
"1790",2012-10-08 00:51:44,"Rap",279013,6,"Cinderella Man"
"1791",2012-10-08 00:55:45,"Rap",241586,6,"25 To Life"
"1792",2012-10-08 01:01:11,"Rap",325346,6,"So Bad"
"1793",2012-10-08 01:06:03,"Rap",292480,5,"Almost Famous"
"1794",NA,"Electronica",261826,0,"Just Another Day"
